Region,State,Sub-Category,sales,profit,quantity,rows,orders,loss_rows,margin,sales_weighted_discount,loss_row_share,discount
Central,Texas,Storage,15723.583999999999,-763.7054,309,83,77,40,-0.04857069482377555,0.2,0.4819277108433735,0.2
Central,Texas,Supplies,4516.76,-837.2795,65,19,18,10,-0.18537170449614324,0.19999999999999998,0.5263157894736842,0.2
Central,Texas,Tables,15760.661,-2216.6766,118,33,31,31,-0.140646169599105,0.3,0.9393939393939394,0.3
Central,Wisconsin,Accessories,4795.48,1501.172,64,14,14,0,0.3130389450065479,0.0,0.0,0.0
Central,Wisconsin,Appliances,2710.5699999999997,778.0820000000001,37,7,7,0,0.2870547523214675,0.0,0.0,0.0
Central,Wisconsin,Art,159.79,44.6698,22,7,6,0,0.2795531635271294,0.0,0.0,0.0
Central,Wisconsin,Binders,588.39,282.7635,54,13,12,0,0.48057155967980425,0.0,0.0,0.0
Central,Wisconsin,Bookcases,3873.96,650.763,27,6,6,0,0.1679839234271908,0.0,0.0,0.0
Central,Wisconsin,Chairs,11494.95,2737.4205,56,12,10,0,0.23814114023984445,0.0,0.0,0.0
Central,Wisconsin,Fasteners,1.81,0.6516,1,1,1,0,0.36,0.0,0.0,0.0
Central,Wisconsin,Furnishings,1020.04,303.2688,55,12,12,0,0.29731069369828633,0.0,0.0,0.0
Central,Wisconsin,Labels,177.85,82.9425,20,6,5,0,0.4663621028956986,0.0,0.0,0.0
Central,Wisconsin,Paper,1392.46,665.3864,48,9,8,0,0.4778495612082214,0.0,0.0,0.0
Central,Wisconsin,Phones,4002.6800000000003,1095.8977,40,11,9,0,0.27379098504002314,0.0,0.0,0.0
Central,Wisconsin,Storage,1007.16,105.3917,30,9,7,0,0.10464245998649668,0.0,0.0,0.0
Central,Wisconsin,Supplies,21.81,5.8887,3,1,1,0,0.27,0.0,0.0,0.0
Central,Wisconsin,Tables,867.66,147.5022,6,2,1,0,0.16999999999999998,0.0,0.0,0.0
East,Connecticut,Accessories,657.69,193.7547,13,5,5,0,0.29459882315376545,0.0,0.0,0.0
East,Connecticut,Appliances,1479.18,471.86969999999997,17,5,5,0,0.3190076258467529,0.0,0.0,0.0
East,Connecticut,Art,191.66,70.4846,26,8,8,0,0.3677585307315037,0.0,0.0,0.0
East,Connecticut,Binders,371.87,176.28,48,14,13,0,0.47403662570253047,0.0,0.0,0.0
East,Connecticut,Bookcases,1682.7400000000002,456.677,13,2,2,0,0.2713889252053199,0.0,0.0,0.0
East,Connecticut,Chairs,2782.42,696.257,12,3,3,0,0.25023432839039395,0.0,0.0,0.0
East,Connecticut,Envelopes,10.86,5.1042,3,1,1,0,0.47,0.0,0.0,0.0
East,Connecticut,Furnishings,457.46999999999997,92.9611,19,6,6,0,0.20320698625046452,0.0,0.0,0.0
East,Connecticut,Labels,33.43,15.6968,9,3,3,0,0.46954232725097217,0.0,0.0,0.0
East,Connecticut,Paper,788.22,378.83279999999996,42,12,11,0,0.4806181015452538,0.0,0.0,0.0
East,Connecticut,Phones,2133.34,587.1789,16,6,6,0,0.27523924925234605,0.0,0.0,0.0
East,Connecticut,Storage,2428.2599999999998,355.6081,46,11,10,0,0.14644564420613937,0.0,0.0,0.0
East,Connecticut,Supplies,114.86,30.401500000000002,15,4,4,0,0.26468309246038657,0.0,0.0,0.0
East,Connecticut,Tables,252.357,-19.6146,2,2,2,2,-0.07772560301477668,0.3,1.0,0.3
East,Delaware,Accessories,561.69,175.7004,17,5,5,0,0.312806708326657,0.0,0.0,0.0
East,Delaware,Appliances,140.42,44.3646,8,2,2,0,0.3159421734795614,0.0,0.0,0.0
East,Delaware,Art,535.35,159.6312,43,11,10,0,0.29818100308209583,0.0,0.0,0.0
East,Delaware,Binders,2434.03,1159.597,67,16,14,0,0.4764103154028504,0.0,0.0,0.0
East,Delaware,Bookcases,2051.73,476.9343,15,4,4,0,0.2324547089529324,0.0,0.0,0.0
East,Delaware,Chairs,1559.92,342.1382,14,2,2,0,0.21933060669777935,0.0,0.0,0.0
East,Delaware,Copiers,10499.97,5039.9856,3,1,1,0,0.48000000000000004,0.0,0.0,0.0
East,Delaware,Envelopes,299.23,138.33769999999998,25,4,4,0,0.4623122681549309,0.0,0.0,0.0
East,Delaware,Fasteners,26.18,0.5236,7,1,1,0,0.019999999999999997,0.0,0.0,0.0
East,Delaware,Furnishings,637.39,137.531,28,10,9,0,0.215772133230832,0.0,0.0,0.0
East,Delaware,Labels,74.13,34.7388,20,5,4,0,0.46861999190611087,0.0,0.0,0.0
East,Delaware,Machines,65.97,31.0059,3,1,1,0,0.47000000000000003,0.0,0.0,0.0
East,Delaware,Paper,440.77000000000004,211.0402,44,12,10,0,0.47879892007169267,0.0,0.0,0.0
East,Delaware,Phones,3434.59,992.3589,36,13,12,0,0.2889308185256464,0.0,0.0,0.0
East,Delaware,Storage,4179.42,1119.3837,30,7,7,0,0.26783230687511667,0.0,0.0,0.0
East,Delaware,Tables,510.279,-85.8963,7,2,2,2,-0.1683320301246965,0.3,1.0,0.3
East,District of Columbia,Art,56.66,22.0974,11,2,2,0,0.39,0.0,0.0,0.0
East,District of Columbia,Binders,9.64,4.4344,2,1,1,0,0.45999999999999996,0.0,0.0,0.0
East,District of Columbia,Chairs,1267.53,316.8825,3,1,1,0,0.25,0.0,0.0,0.0
East,District of Columbia,Furnishings,79.05,33.201,5,2,2,0,0.42000000000000004,0.0,0.0,0.0
East,District of Columbia,Machines,1379.92,648.5624,8,1,1,0,0.47,0.0,0.0,0.0
East,District of Columbia,Paper,72.22,34.4116,11,3,2,0,0.47648296870672946,0.0,0.0,0.0
East,Maine,Accessories,323.4,119.6778,11,2,2,0,0.37006122448979595,0.0,0.0,0.0
East,Maine,Appliances,101.96,27.5292,2,1,1,0,0.27,0.0,0.0,0.0
East,Maine,Binders,38.1,17.310200000000002,4,2,1,0,0.4543359580052494,0.0,0.0,0.0
East,Maine,Furnishings,109.48,33.9388,2,1,1,0,0.31,0.0,0.0,0.0
East,Maine,Paper,259.74,124.6752,13,1,1,0,0.48,0.0,0.0,0.0
East,Maine,Phones,437.85,131.355,3,1,1,0,0.29999999999999993,0.0,0.0,0.0
East,Maryland,Accessories,1123.81,415.45550000000003,17,5,5,0,0.3696848221674483,0.0,0.0,0.0
East,Maryland,Appliances,1589.1599999999999,494.2302,26,6,6,0,0.31100090613909237,0.0,0.0,0.0
East,Maryland,Art,433.69,132.7864,45,12,9,0,0.30617814568009405,0.0,0.0,0.0
East,Maryland,Binders,3225.05,1595.5108,52,14,12,0,0.4947243608626223,0.0,0.0,0.0
East,Maryland,Bookcases,881.8199999999999,105.6054,9,3,3,0,0.11975845410628021,0.0,0.0,0.0
East,Maryland,Chairs,4329.91,969.691,33,8,8,0,0.22395176805060615,0.0,0.0,0.0
East,Maryland,Envelopes,337.15,153.09,14,2,2,0,0.4540708883286371,0.0,0.0,0.0
East,Maryland,Fasteners,27.32,10.4704,8,2,2,0,0.3832503660322108,0.0,0.0,0.0
East,Maryland,Furnishings,3147.72,901.648,57,15,13,0,0.28644479178580057,0.0,0.0,0.0
East,Maryland,Labels,171.51,82.5024,26,6,6,0,0.4810355081336365,0.0,0.0,0.0
East,Maryland,Machines,464.97,209.2365,3,1,1,0,0.45,0.0,0.0,0.0
East,Maryland,Paper,1039.35,504.9161,55,13,11,0,0.48579987492182614,0.0,0.0,0.0
East,Maryland,Phones,2577.26,698.1856,24,8,7,0,0.2709022760606225,0.0,0.0,0.0
East,Maryland,Storage,3541.98,822.4623,43,7,5,0,0.2322041061779005,0.0,0.0,0.0
East,Maryland,Supplies,25.02,6.5052,3,1,1,0,0.26,0.0,0.0,0.0
East,Maryland,Tables,789.8030000000001,-71.117,5,2,2,2,-0.09004397299073312,0.29999999999999993,1.0,0.3
East,Massachusetts,Accessories,896.9100000000001,271.6026,24,6,6,0,0.3028203498678797,0.0,0.0,0.0
East,Massachusetts,Appliances,3347.75,999.7393,26,6,6,0,0.2986302143230528,0.0,0.0,0.0
East,Massachusetts,Art,226.05,66.80969999999999,30,11,10,0,0.2955527538155275,0.0,0.0,0.0
East,Massachusetts,Binders,2105.19,1000.7748,78,17,16,0,0.47538454961309906,0.0,0.0,0.0
East,Massachusetts,Bookcases,1873.72,414.09360000000004,12,6,6,0,0.221000789872553,0.0,0.0,0.0
East,Massachusetts,Chairs,4245.6,962.1228,28,6,6,0,0.2266164499717354,0.0,0.0,0.0
East,Massachusetts,Copiers,1199.98,467.9922,2,1,1,0,0.39,0.0,0.0,0.0
East,Massachusetts,Fasteners,51.16,23.8116,15,3,3,0,0.46543393275996875,0.0,0.0,0.0
East,Massachusetts,Furnishings,833.74,259.151,44,14,10,0,0.3108295151965841,0.0,0.0,0.0
East,Massachusetts,Labels,165.65,76.66579999999999,13,5,4,0,0.46281798973739807,0.0,0.0,0.0
East,Massachusetts,Paper,1774.09,831.8217,101,27,22,0,0.4688723232755948,0.0,0.0,0.0
East,Massachusetts,Phones,3629.74,1016.1552999999999,43,12,11,0,0.2799526412360114,0.0,0.0,0.0
East,Massachusetts,Storage,4288.78,933.1969,48,12,12,0,0.21759029374320904,0.0,0.0,0.0
East,Massachusetts,Supplies,30.07,6.859,5,2,2,0,0.2281010974393083,0.0,0.0,0.0
East,Massachusetts,Tables,3966.004,-545.2947,22,7,7,5,-0.13749222138959014,0.3,0.7142857142857143,0.3
East,New Hampshire,Accessories,2811.85,655.2223,15,4,3,0,0.23302178281202768,0.0,0.0,0.0
East,New Hampshire,Appliances,33.28,9.3184,4,1,1,0,0.28,0.0,0.0,0.0
East,New Hampshire,Art,266.4,80.3052,15,2,2,0,0.301445945945946,0.0,0.0,0.0
East,New Hampshire,Binders,763.48,359.0648,9,3,3,0,0.47030020432755276,0.0,0.0,0.0
East,New Hampshire,Fasteners,14.82,6.9654,6,1,1,0,0.47,0.0,0.0,0.0
East,New Hampshire,Furnishings,833.31,259.2534,23,5,5,0,0.31111279115815244,0.0,0.0,0.0
East,New Hampshire,Labels,41.16,19.4264,12,2,2,0,0.47197278911564633,0.0,0.0,0.0
East,New Hampshire,Paper,284.88,132.9606,21,4,4,0,0.46672493681550126,0.0,0.0,0.0
East,New Hampshire,Phones,824.95,247.485,5,1,1,0,0.3,0.0,0.0,0.0
East,New Hampshire,Storage,337.29999999999995,33.718,10,2,2,0,0.09996442336199232,0.0,0.0,0.0
East,New Hampshire,Supplies,27.93,8.0997,3,1,1,0,0.29000000000000004,0.0,0.0,0.0
East,New Hampshire,Tables,1053.164,-105.3164,4,1,1,1,-0.1,0.3,1.0,0.3
East,New Jersey,Accessories,1023.56,349.6286,34,9,9,0,0.34158095275313616,0.0,0.0,0.0
East,New Jersey,Appliances,4204.36,1203.438,48,13,12,0,0.28623571720785096,0.0,0.0,0.0
East,New Jersey,Art,742.8,203.29289999999997,37,11,11,0,0.2736845718901454,0.0,0.0,0.0
East,New Jersey,Binders,3529.52,1649.0788,49,15,14,0,0.46722466511026994,0.0,0.0,0.0
East,New Jersey,Bookcases,2275.88,141.39200000000002,6,2,2,0,0.06212629839886111,0.0,0.0,0.0
East,New Jersey,Chairs,2661.9,530.9126,22,8,7,0,0.19944873962207446,0.0,0.0,0.0
East,New Jersey,Envelopes,153.7,72.1862,14,4,4,0,0.4696564736499675,0.0,0.0,0.0
East,New Jersey,Fasteners,54.12,15.110800000000001,20,5,5,0,0.27920916481892094,0.0,0.0,0.0
East,New Jersey,Furnishings,950.97,311.3153,53,14,14,0,0.3273660578146524,0.0,0.0,0.0
East,New Jersey,Labels,66.34,32.1345,13,5,5,0,0.48439101597829365,0.0,0.0,0.0
East,New Jersey,Machines,9899.85,2709.9522,19,3,3,0,0.27373669298019665,0.0,0.0,0.0
East,New Jersey,Paper,1421.76,683.3578,59,18,15,0,0.48064216182759395,0.0,0.0,0.0
