Region,State,City,sales,profit,quantity,rows,orders,loss_rows,margin,sales_weighted_discount,loss_row_share
Central,Illinois,Park Ridge,685.0,-238.45,17,3,3,1,-0.34810218978102186,0.34875562043795616,0.3333333333333333
Central,Illinois,Peoria,501.47999999999996,-72.7587,23,7,4,7,-0.14508793969849249,0.32460596633963473,1.0
Central,Illinois,Quincy,330.284,49.1019,40,9,6,3,0.14866569376657665,0.21488900461421082,0.3333333333333333
Central,Illinois,Rockford,3166.228,-1149.5077999999999,64,11,8,7,-0.36305275551855387,0.362668260150564,0.6363636363636364
Central,Illinois,Romeoville,8.952,-14.7708,2,1,1,1,-1.65,0.8,1.0
Central,Illinois,Saint Charles,1388.71,216.63979999999998,20,6,3,3,0.15600074889645785,0.26940786773336406,0.5
Central,Illinois,Skokie,568.832,-346.87,44,11,5,7,-0.6097934012151215,0.4752250225022502,0.6363636363636364
Central,Illinois,Tinley Park,22.288,-8.9152,7,1,1,1,-0.4,0.6,1.0
Central,Illinois,Wheeling,737.142,-293.31780000000003,9,3,2,2,-0.39791220687465917,0.45245529355266695,0.6666666666666666
Central,Illinois,Woodstock,857.2500000000001,-24.8859,15,3,3,2,-0.029029921259842516,0.3048221638961796,0.6666666666666666
Central,Indiana,Bloomington,603.8,182.7733,31,7,4,0,0.30270503477972843,0.0,0.0
Central,Indiana,Columbus,7960.4,2522.4846000000002,114,34,16,0,0.3168791266770514,0.0,0.0
Central,Indiana,Elkhart,171.43,16.6721,7,2,1,0,0.0972531062241148,0.0,0.0
Central,Indiana,Greenwood,1665.0500000000002,471.73220000000003,19,4,2,0,0.28331413471066935,0.0,0.0
Central,Indiana,Indianapolis,9306.42,2741.6538,95,23,12,0,0.29459811613918135,0.0,0.0
Central,Indiana,La Porte,1021.34,224.51299999999998,33,8,3,0,0.21982199855092327,0.0,0.0
Central,Indiana,Lafayette,19630.45,8976.097300000001,43,12,7,0,0.45725377156407526,0.0,0.0
Central,Indiana,Lawrence,1545.13,532.7429999999999,52,11,6,0,0.3447884644010536,0.0,0.0
Central,Indiana,Mishawaka,776.24,96.59200000000001,11,2,2,0,0.12443574152324025,0.0,0.0
Central,Indiana,New Albany,209.55,73.3529,15,4,1,0,0.3500496301598664,0.0,0.0
Central,Indiana,New Castle,84.61,23.0839,9,2,1,0,0.2728270889965725,0.0,0.0
Central,Indiana,Noblesville,3091.1800000000003,353.313,15,4,2,0,0.11429712925161264,0.0,0.0
Central,Indiana,Portage,16.28,6.512,2,1,1,0,0.39999999999999997,0.0,0.0
Central,Indiana,Richmond,6235.15,1881.8619999999999,107,29,14,0,0.301815032517261,0.0,0.0
Central,Indiana,South Bend,1238.33,279.5512,25,6,1,0,0.22574854844831346,0.0,0.0
Central,Iowa,Burlington,57.43,26.671400000000002,9,3,2,0,0.46441581055197634,0.0,0.0
Central,Iowa,Cedar Rapids,278.4,80.736,3,1,1,0,0.29000000000000004,0.0,0.0
Central,Iowa,Des Moines,2008.8400000000001,360.4009,43,12,5,0,0.1794074689870771,0.0,0.0
Central,Iowa,Dubuque,1687.3,477.6744,18,3,2,0,0.28309986368754814,0.0,0.0
Central,Iowa,Iowa City,9.99,4.4955,1,1,1,0,0.44999999999999996,0.0,0.0
Central,Iowa,Marion,358.36,164.2909,22,6,3,0,0.4584521151914276,0.0,0.0
Central,Iowa,Urbandale,149.12,57.718,12,3,2,0,0.3870574034334764,0.0,0.0
Central,Iowa,Waterloo,30.32,11.8248,4,1,1,0,0.39,0.0,0.0
Central,Kansas,Garden City,312.38,90.6259,8,5,3,0,0.29011428388501187,0.0,0.0
Central,Kansas,Manhattan,273.96,10.9584,2,1,1,0,0.04,0.0,0.0
Central,Kansas,Olathe,895.79,207.4108,15,5,2,0,0.23153953493564342,0.0,0.0
Central,Kansas,Overland Park,606.91,203.5218,23,6,3,0,0.33534098960307135,0.0,0.0
Central,Kansas,Wichita,825.27,323.9266,26,7,5,0,0.3925098452627625,0.0,0.0
Central,Michigan,Ann Arbor,889.273,228.9158,23,5,2,0,0.2574190377982914,0.003306408718132677,0.0
Central,Michigan,Canton,818.13,149.2776,13,3,2,0,0.18246195592387518,0.0,0.0
Central,Michigan,Dearborn,1603.3100000000002,467.3864,23,5,2,0,0.29151343158840143,0.034628986284623686,0.0
Central,Michigan,Dearborn Heights,1051.5700000000002,140.8905,19,6,2,0,0.13398109493424115,0.0,0.0
Central,Michigan,Detroit,42446.944,13181.790799999999,441,115,53,0,0.3105474636760658,0.01205527069274999,0.0
Central,Michigan,Grand Rapids,526.13,233.92270000000002,31,7,6,0,0.4446100773573072,0.0,0.0
Central,Michigan,Holland,137.86,66.6588,11,3,2,0,0.4835253155375018,0.0,0.0
Central,Michigan,Jackson,15420.036,5525.1992,132,38,14,0,0.35831298967136005,0.004021041196012772,0.0
Central,Michigan,Lansing,1610.286,412.8734,25,8,3,0,0.2563975591913486,0.03999761533044441,0.0
Central,Michigan,Lincoln Park,387.602,68.3691,11,3,2,0,0.17638995670816973,0.043160768004293075,0.0
Central,Michigan,Midland,5291.512,2293.6828,39,12,5,0,0.4334645371682045,0.003528896844606986,0.0
Central,Michigan,Mount Pleasant,17.14,6.1704,2,1,1,0,0.36,0.0,0.0
Central,Michigan,Oak Park,580.8599999999999,151.0236,5,2,1,0,0.26,0.0,0.0
Central,Michigan,Rochester Hills,132.52,54.3332,4,1,1,0,0.41,0.0,0.0
Central,Michigan,Roseville,638.33,268.9149,21,6,4,0,0.4212788056334497,0.0,0.0
Central,Michigan,Royal Oak,35.34,16.9632,4,2,2,0,0.48,0.0,0.0
Central,Michigan,Saginaw,395.86,77.18010000000001,24,6,2,0,0.1949681705653514,0.0,0.0
Central,Michigan,Sterling Heights,110.03999999999999,33.0676,11,3,3,0,0.30050527081061434,0.0,0.0
Central,Michigan,Taylor,353.7,44.8682,7,3,3,0,0.1268538309301668,0.0,0.0
Central,Michigan,Trenton,1765.1950000000002,652.0998,54,13,4,0,0.3694208288602675,0.009491019405788028,0.0
Central,Michigan,Westland,2057.976,389.5995,46,13,3,0,0.18931197448366743,0.012036875065598434,0.0
Central,Minnesota,Apple Valley,137.94,8.9706,5,2,2,0,0.06503262287951282,0.0,0.0
Central,Minnesota,Coon Rapids,503.13,136.4532,7,2,1,0,0.2712086339514639,0.0,0.0
Central,Minnesota,Cottage Grove,144.35999999999999,54.796800000000005,6,2,1,0,0.37958437240232756,0.0,0.0
Central,Minnesota,Eagan,214.28,87.0338,22,8,3,0,0.4061685644950532,0.0,0.0
Central,Minnesota,Lakeville,4260.95,1346.6021,84,15,5,0,0.3160333024325562,0.0,0.0
Central,Minnesota,Maple Grove,882.87,385.01009999999997,13,4,2,0,0.4360892317102178,0.0,0.0
Central,Minnesota,Minneapolis,16870.54,6824.584599999999,80,23,13,0,0.4045267430680938,0.0,0.0
Central,Minnesota,Moorhead,543.86,101.4106,9,2,2,0,0.18646453131320562,0.0,0.0
Central,Minnesota,Rochester,1957.4,520.204,50,17,8,0,0.2657627465004598,0.0,0.0
Central,Minnesota,Roseville,2215.52,667.5272,20,6,2,0,0.30129594858092007,0.0,0.0
Central,Minnesota,Saint Cloud,1331.82,469.614,13,3,1,0,0.352610713159436,0.0,0.0
Central,Minnesota,Saint Paul,192.82999999999998,24.8842,11,2,2,0,0.12904734740444954,0.0,0.0
Central,Minnesota,Woodbury,607.65,196.09619999999998,11,3,2,0,0.3227124166872377,0.0,0.0
Central,Missouri,Columbia,2990.04,1106.7719,38,10,3,0,0.3701528742090407,0.0,0.0
Central,Missouri,Gladstone,164.34,52.5888,5,2,1,0,0.32,0.0,0.0
Central,Missouri,Independence,2417.37,975.663,6,2,2,0,0.4036051576713536,0.0,0.0
Central,Missouri,Jefferson City,86.62,8.662,2,1,1,0,0.1,0.0,0.0
Central,Missouri,Kirkwood,241.34,47.1344,7,2,1,0,0.19530289218529875,0.0,0.0
Central,Missouri,Saint Charles,270.94,94.8436,13,4,3,0,0.350053886469329,0.0,0.0
Central,Missouri,Saint Louis,285.96000000000004,98.5541,26,5,4,0,0.344642957056931,0.0,0.0
Central,Missouri,Saint Peters,697.16,146.4036,4,1,1,0,0.21000000000000002,0.0,0.0
Central,Missouri,Springfield,15051.380000000001,3905.5890999999997,151,39,14,0,0.2594837881974941,0.0,0.0
Central,Nebraska,Fremont,1119.0099999999998,179.4696,33,8,7,0,0.16038248094297644,0.0,0.0
Central,Nebraska,Grand Island,15.96,7.98,2,1,1,0,0.5,0.0,0.0
Central,Nebraska,Norfolk,17.43,8.0178,3,1,1,0,0.45999999999999996,0.0,0.0
Central,Nebraska,Omaha,6312.53,1841.6268,98,28,14,0,0.2917414729118119,0.0,0.0
Central,North Dakota,Fargo,919.91,230.1497,30,7,2,0,0.25018719222532637,0.0,0.0
Central,Oklahoma,Broken Arrow,2439.53,575.5226,17,5,3,0,0.2359153607457174,0.0,0.0
Central,Oklahoma,Edmond,959.55,243.10389999999998,9,2,1,0,0.25335198791099994,0.0,0.0
Central,Oklahoma,Lawton,1057.49,235.50850000000003,13,4,2,0,0.22270517924519384,0.0,0.0
Central,Oklahoma,Muskogee,1721.7,442.5966,14,4,2,0,0.2570695243073706,0.0,0.0
Central,Oklahoma,Norman,1351.3300000000002,269.5287,9,2,2,0,0.19945438937935217,0.0,0.0
Central,Oklahoma,Oklahoma City,6596.820000000001,1580.7607,78,23,11,0,0.23962465248407563,0.0,0.0
Central,Oklahoma,Tulsa,5556.97,1506.935,107,26,13,0,0.271179257760974,0.0,0.0
Central,South Dakota,Aberdeen,25.5,6.63,3,1,1,0,0.26,0.0,0.0
Central,South Dakota,Rapid City,152.64000000000001,44.7684,4,2,1,0,0.2932940251572327,0.0,0.0
Central,South Dakota,Sioux Falls,1137.42,343.4299,35,9,3,0,0.30193763077842833,0.0,0.0
Central,Texas,Abilene,1.392,-3.7584,2,1,1,1,-2.7,0.8,1.0
Central,Texas,Allen,290.206,-39.8775,13,4,2,3,-0.137411011488391,0.3022411666195737,0.75
Central,Texas,Amarillo,3773.0628,-387.9683,32,10,7,4,-0.10282582627567184,0.2837218336254567,0.4
Central,Texas,Arlington,5847.772,-254.38859999999997,131,28,10,16,-0.04350179863373606,0.2532096326600969,0.5714285714285714
Central,Texas,Austin,6057.982,-20.393799999999967,131,39,18,19,-0.003366434565173678,0.2700475504879348,0.48717948717948717
Central,Texas,Baytown,10.368,3.6288,2,1,1,0,0.35,0.20000000000000004,0.0
Central,Texas,Beaumont,472.11600000000004,59.11639999999999,21,5,3,3,0.12521583678587464,0.22100670174279205,0.6
Central,Texas,Bedford,226.25600000000003,10.6202,25,5,2,1,0.046938865709638636,0.23411357046884945,0.2
Central,Texas,Brownsville,1292.2268000000001,202.072,27,7,4,3,0.15637502642724943,0.24028560311549027,0.42857142857142855
Central,Texas,Bryan,616.656,-213.7116,27,6,2,6,-0.346565345995174,0.3202086738797644,1.0
Central,Texas,Carrollton,2200.6459999999997,-470.21389999999997,50,15,8,7,-0.2136708493778645,0.2990263768002669,0.4666666666666667
Central,Texas,Cedar Hill,122.376,42.8316,6,2,2,0,0.35,0.20000000000000004,0.0
Central,Texas,College Station,291.042,-117.6224,19,3,2,2,-0.4041423574604353,0.3405054940524049,0.6666666666666666
Central,Texas,Conroe,111.672,6.9795,9,1,1,0,0.0625,0.20000000000000004,0.0
Central,Texas,Coppell,135.936,41.4892,17,4,2,1,0.30521127589453856,0.2,0.25
Central,Texas,Corpus Christi,220.54399999999998,-43.7304,33,8,3,5,-0.1982842426001161,0.4196532211259431,0.625
Central,Texas,Dallas,20131.9322,-2846.5257,555,157,80,73,-0.14139356678342083,0.2922320771575021,0.46496815286624205
Central,Texas,Deer Park,6.924,-10.386,6,1,1,1,-1.4999999999999998,0.8000000000000002,1.0
Central,Texas,Edinburg,88.27600000000001,27.8086,11,3,2,1,0.31501880465811766,0.21405591553763195,0.3333333333333333
Central,Texas,El Paso,3546.064,-179.9007,65,19,10,10,-0.05073250228986279,0.267676274314282,0.5263157894736842
Central,Texas,Fort Worth,6602.7064,298.73269999999997,102,27,12,15,0.04524397753018368,0.23668553973564538,0.5555555555555556
Central,Texas,Frisco,57.504,-18.8016,10,2,2,2,-0.32696160267111857,0.4110183639398998,1.0
Central,Texas,Garland,67.704,-32.373,12,4,3,2,-0.4781549096065225,0.41297412265154204,0.5
Central,Texas,Grand Prairie,1012.486,-85.2311,45,13,7,7,-0.08418002816829072,0.2853659211090326,0.5384615384615384
Central,Texas,Grapevine,41.528,8.7749,12,2,1,0,0.21130080909266039,0.2,0.0
Central,Texas,Haltom City,269.32800000000003,51.955799999999996,13,4,2,0,0.1929090180003564,0.19999999999999998,0.0
Central,Texas,Harlingen,471.404,18.1275,21,5,2,1,0.03845427701080178,0.2614331656074196,0.2
Central,Texas,Houston,64504.7604,-10153.548499999999,1466,377,188,185,-0.1574077391658678,0.3183827519185701,0.4907161803713528
Central,Texas,Huntsville,6710.6168,-843.4264000000001,121,26,10,16,-0.12568537664078808,0.281555063015966,0.6153846153846154
Central,Texas,Irving,605.5,-100.51250000000002,23,8,5,4,-0.16599917423616847,0.25838876961189106,0.5
Central,Texas,Keller,6.0,2.1,2,1,1,0,0.35000000000000003,0.20000000000000004,0.0
Central,Texas,La Porte,30.392,-32.5272,6,2,1,2,-1.0702553303500921,0.7078704922347987,1.0
Central,Texas,Laredo,1024.34,-54.613899999999994,37,13,4,3,-0.05331618407950485,0.25965909756526157,0.23076923076923078
Central,Texas,League City,875.3679999999999,-31.349899999999998,25,6,2,2,-0.03581339505213807,0.28755357746684823,0.3333333333333333
Central,Texas,Lubbock,592.564,147.1387,22,6,4,3,0.24830853713691686,0.23464672170432227,0.5
Central,Texas,Mansfield,558.877,-66.7913,13,2,2,1,-0.1195098384796655,0.29257940477063826,0.5
Central,Texas,Mcallen,866.716,-163.87169999999998,54,19,4,7,-0.18907196821104028,0.2706263643454142,0.3684210526315789
Central,Texas,Mesquite,52.147999999999996,-87.61999999999999,14,5,3,3,-1.6802178415279587,0.6521438981360743,0.6
Central,Texas,Missouri City,6.37,-9.555,7,1,1,1,-1.5,0.8,1.0
Central,Texas,Odessa,976.1239999999999,-69.71180000000001,22,5,4,3,-0.071416951125062,0.30102384533112597,0.6
Central,Texas,Pasadena,2477.458,-340.10499999999996,59,17,9,7,-0.13727982472356745,0.3337595228657761,0.4117647058823529
Central,Texas,Pearland,494.996,39.4131,13,3,2,1,0.07962306766115282,0.2136098069479349,0.3333333333333333
Central,Texas,Pharr,1540.708,-237.5528,22,4,2,4,-0.15418418025998434,0.21394397900186146,1.0
Central,Texas,Plano,3530.3746,-383.0554,48,15,8,6,-0.10850276341779708,0.28371518761776726,0.4
Central,Texas,Port Arthur,737.0528,105.77600000000001,12,6,3,1,0.1435121065953484,0.24007302597588664,0.16666666666666666
Central,Texas,Richardson,1288.4640000000002,-24.4893,12,2,1,1,-0.019006584584435417,0.25927057333383,0.5
Central,Texas,Round Rock,4854.0527999999995,-1183.4313,23,7,3,3,-0.24380272501362163,0.23012870729383086,0.42857142857142855
Central,Texas,San Angelo,650.636,-58.5532,13,4,2,4,-0.0899937906909547,0.3089512415544175,1.0
Central,Texas,San Antonio,21843.528,-7299.050200000001,247,59,27,33,-0.3341516168999807,0.39154031345119716,0.559322033898305
Central,Texas,San Marcos,108.44399999999999,-19.3413,12,4,1,3,-0.17835288259378115,0.23810999225406665,0.75
Central,Texas,Texas City,790.972,20.221799999999995,7,3,2,2,0.025565759597052734,0.30000000000000004,0.6666666666666666
Central,Texas,The Colony,142.16000000000003,31.6586,14,3,2,0,0.22269696117051205,0.19999999999999998,0.0
Central,Texas,Tyler,347.206,-443.7086,16,5,2,4,-1.2779404733789161,0.7043956613652991,0.8
Central,Texas,Waco,606.1072,-520.1034,17,6,4,4,-0.85810463891536,0.5091530739116777,0.6666666666666666
Central,Wisconsin,Appleton,1671.31,554.7663,12,2,2,0,0.33193500906474566,0.0,0.0
Central,Wisconsin,Eau Claire,1645.65,427.49780000000004,21,6,4,0,0.2597744356333364,0.0,0.0
Central,Wisconsin,Franklin,4774.25,1292.7752,48,9,5,0,0.2707807927946798,0.0,0.0
Central,Wisconsin,Green Bay,527.3199999999999,228.4764,14,4,4,0,0.43327846468937276,0.0,0.0
Central,Wisconsin,Kenosha,3906.73,1028.0728,37,9,3,0,0.2631543003995669,0.0,0.0
Central,Wisconsin,La Crosse,830.41,272.0761,22,5,2,0,0.32764068351778036,0.0,0.0
Central,Wisconsin,Madison,5346.79,1123.6552,37,10,4,0,0.21015510240723873,0.0,0.0
Central,Wisconsin,Milwaukee,11410.22,2793.0851000000002,201,45,23,0,0.24478801460445113,0.0,0.0
Central,Wisconsin,Sheboygan,79.74000000000001,34.3419,10,4,1,0,0.430673438675696,0.0,0.0
Central,Wisconsin,Superior,1299.73,514.0822000000001,37,9,2,0,0.39552999469120514,0.0,0.0
Central,Wisconsin,Waukesha,54.5,14.17,5,1,1,0,0.26,0.0,0.0
Central,Wisconsin,Wausau,317.48,90.4306,14,4,1,0,0.28483872999874005,0.0,0.0
Central,Wisconsin,West Allis,250.48000000000002,28.370800000000003,5,2,1,0,0.11326572979878634,0.0,0.0
East,Connecticut,Bristol,814.58,208.1567,17,8,3,1,0.2555386825112328,0.02598639789830342,0.125
East,Connecticut,Danbury,27.46,9.8856,2,1,1,0,0.36,0.0,0.0
East,Connecticut,Fairfield,4935.577,1221.6226,80,19,12,1,0.24751363417083755,0.011050197373073096,0.05263157894736842
East,Connecticut,Manchester,2126.28,600.5054,42,11,4,0,0.2824206595556559,0.0,0.0
East,Connecticut,Meriden,1550.6799999999998,470.2212,32,11,5,0,0.30323548378775766,0.0,0.0
East,Connecticut,Middletown,1154.61,157.6159,28,9,7,0,0.13651007699569553,0.0,0.0
East,Connecticut,Milford,961.74,319.054,30,6,3,0,0.3317466259072098,0.0,0.0
East,Connecticut,Norwich,414.03999999999996,164.08960000000002,12,4,4,0,0.3963133996715294,0.0,0.0
East,Connecticut,Shelton,73.33,21.4053,5,2,1,0,0.2919037228964953,0.0,0.0
East,Connecticut,Waterbury,1326.06,338.9355,33,11,5,0,0.2555959006379802,0.0,0.0
East,Delaware,Dover,449.12,116.131,22,9,6,0,0.2585745457784111,0.0,0.0
East,Delaware,Newark,20448.05,8086.1715,225,60,29,0,0.3954495171911258,0.0,0.0
East,Delaware,Wilmington,6553.899,1775.0723,120,27,9,2,0.2708421811199715,0.02335765320765547,0.07407407407407407
East,District of Columbia,Washington,2865.02,1059.5892999999999,40,10,4,0,0.369836615451201,0.0,0.0
East,Maine,Bangor,1164.45,422.2204,29,5,2,0,0.3625921250375714,0.0,0.0
East,Maine,Lewiston,106.08000000000001,32.2658,6,3,1,0,0.3041647812971342,0.0,0.0
East,Maryland,Baltimore,6156.842000000001,1676.198,184,43,21,1,0.2722496370704332,0.011663706815929334,0.023255813953488372
East,Maryland,Clinton,5514.251,1274.2421,119,29,10,1,0.23108162831180515,0.029945916498904383,0.034482758620689655
East,Maryland,Columbia,10962.35,3775.2237,90,23,9,0,0.34438087636318854,0.0,0.0
East,Maryland,Gaithersburg,405.91999999999996,105.541,5,2,1,0,0.2600044343713047,0.0,0.0
East,Maryland,Hagerstown,43.8,20.586,6,1,1,0,0.47,0.0,0.0
East,Maryland,Laurel,152.59,46.1733,5,2,1,0,0.30259715577691854,0.0,0.0
East,Maryland,Rockville,469.77,133.2147,11,5,3,0,0.28357430231815567,0.0,0.0
East,Massachusetts,Andover,435.84999999999997,124.1886,13,4,1,0,0.2849342663760468,0.0,0.0
East,Massachusetts,Beverly,2583.19,654.9194,15,3,1,0,0.253531253992157,0.0,0.0
East,Massachusetts,Cambridge,502.09000000000003,173.7276,19,6,3,0,0.346008882869605,0.0,0.0
East,Massachusetts,Everett,5661.878,1360.0809,83,21,8,0,0.2402172741977132,0.02363533795676982,0.0
East,Massachusetts,Franklin,5534.559,464.6287000000001,60,17,9,3,0.08395044663901859,0.13846572057502685,0.17647058823529413
East,Massachusetts,Holyoke,301.96,60.392,2,1,1,0,0.2,0.0,0.0
East,Massachusetts,Lawrence,6109.062,1849.4035,114,33,15,2,0.3027311721504872,0.035398167509185535,0.06060606060606061
East,Massachusetts,Leominster,217.49,79.5016,20,6,2,0,0.36554140420249204,0.0,0.0
East,Massachusetts,Lowell,4837.93,1312.5717,60,16,7,0,0.2713085348485819,0.0,0.0
East,Massachusetts,Malden,228.38,31.1692,9,3,2,0,0.1364795516244855,0.0,0.0
East,Massachusetts,Marlborough,206.64,67.60679999999999,6,2,1,0,0.3271718931475029,0.0,0.0
East,Massachusetts,New Bedford,235.96999999999997,50.4861,22,5,4,0,0.21395134974784932,0.0,0.0
East,Massachusetts,Quincy,946.175,297.9889,44,11,5,0,0.3149405765318255,0.07755911961317939,0.0
East,Massachusetts,Revere,833.26,258.8366,24,7,3,0,0.3106312555504884,0.0,0.0
East,New Hampshire,Concord,2827.63,787.6271,64,15,10,0,0.278546733483518,0.0,0.0
East,New Hampshire,Dover,4428.954,905.3631,53,10,5,1,0.20441916985364944,0.0713372051278925,0.1
East,New Hampshire,Nashua,35.94,13.512599999999999,10,2,2,0,0.3759766277128548,0.0,0.0
East,New Jersey,Atlantic City,23.36,11.68,2,1,1,0,0.5,0.0,0.0
East,New Jersey,Bayonne,183.4,79.403,9,3,1,0,0.4329498364231189,0.0,0.0
East,New Jersey,Belleville,1891.6000000000001,283.6492,32,10,4,0,0.1499519983083104,0.0,0.0
East,New Jersey,Bridgeton,52.410000000000004,3.4415999999999998,6,2,1,0,0.06566685746994848,0.0,0.0
East,New Jersey,Clifton,336.82,98.58840000000001,9,2,1,0,0.29270352116857673,0.0,0.0
East,New Jersey,East Orange,377.27,174.6191,20,5,2,0,0.4628491531264082,0.0,0.0
East,New Jersey,Hackensack,1456.16,451.2547,28,6,2,0,0.309893624326997,0.0,0.0
East,New Jersey,Lakewood,14852.04,3526.6735000000003,93,24,11,0,0.2374538110589522,0.0,0.0
East,New Jersey,Linden,115.36,49.6048,7,1,1,0,0.43,0.0,0.0
East,New Jersey,Morristown,5033.099999999999,1838.2271,31,7,5,0,0.365227613200612,0.0,0.0
East,New Jersey,New Brunswick,14.77,7.156700000000001,3,2,1,0,0.4845429925524713,0.0,0.0
East,New Jersey,Orange,211.11,66.5698,17,6,5,0,0.3153322912225854,0.0,0.0
East,New Jersey,Passaic,1562.086,356.8186,24,6,1,1,0.22842442733626703,0.03347178068300977,0.16666666666666666
East,New Jersey,Paterson,2243.21,740.49,62,20,6,0,0.3301028436927439,0.0,0.0
East,New Jersey,Perth Amboy,1717.08,633.644,22,8,4,0,0.36902415729028354,0.0,0.0
East,New Jersey,Plainfield,4526.85,1235.6657,49,13,7,0,0.272963694401184,0.0,0.0
East,New Jersey,Vineland,647.966,62.2518,24,8,4,1,0.0960726334406435,0.11297166826654484,0.125
East,New Jersey,Westfield,519.72,153.17579999999998,16,6,4,0,0.2947275456014777,0.0,0.0
East,New York,Auburn,1384.158,280.8048,63,17,6,0,0.20287048154907172,0.0022436744938077883,0.0
East,New York,Buffalo,9063.496,992.8791000000001,46,10,7,1,0.10954703350671752,0.1534479851924688,0.1
East,New York,Freeport,523.3299999999999,107.3618,17,6,4,0,0.2051512430015478,0.02619341524468309,0.0
East,New York,Hempstead,2589.586,629.0645999999999,51,11,4,0,0.24292091477170483,0.1601583419125683,0.0
East,New York,Jamestown,4708.79,1285.7714999999998,9,2,2,0,0.27305772820618457,0.0,0.0
East,New York,Lindenhurst,55.48,26.6304,1,1,1,0,0.48000000000000004,0.0,0.0
East,New York,Long Beach,8521.2,1362.535,142,34,22,2,0.15989942731070741,0.08961728395061727,0.058823529411764705
East,New York,Mount Vernon,2119.632,662.5146,33,8,5,0,0.31256114268891955,0.0007314477230009737,0.0
East,New York,New Rochelle,1255.228,368.411,27,9,5,0,0.2935012603288008,0.06072315149120319,0.0
East,New York,New York City,256368.161,62036.9837,3417,915,450,40,0.24198396344544515,0.07825434961090975,0.04371584699453552
East,New York,Niagara Falls,199.84199999999998,59.238299999999995,12,3,2,0,0.2964256762842646,0.017726003542798813,0.0
East,New York,Oceanside,3851.126,655.1669,82,22,8,1,0.1701234651891421,0.0682072204337121,0.045454545454545456
East,New York,Rochester,6017.13,1223.2151000000001,120,36,20,2,0.2032887938269574,0.09143282594858346,0.05555555555555555
East,New York,Rome,534.852,154.2138,22,6,3,0,0.28832985573579234,0.016991990307599115,0.0
East,New York,Troy,1326.556,330.4355,57,15,6,0,0.24909276351695667,0.0411560461827469,0.0
East,New York,Utica,655.04,188.55960000000002,33,8,4,0,0.28785967269174406,0.009159745969711773,0.0
East,New York,Watertown,4044.998,907.0072,35,10,7,0,0.22422933212822355,0.1718899737404073,0.0
East,New York,Yonkers,7657.666,2767.7557,57,15,6,1,0.3614359388356714,0.04632973023372918,0.06666666666666667
East,Ohio,Akron,2729.986,-186.6356,65,21,10,10,-0.06836503923463344,0.2914070621607584,0.47619047619047616
East,Ohio,Bowling Green,1865.565,149.94490000000002,25,8,4,2,0.0803750606384661,0.3008645102154039,0.25
East,Ohio,Cincinnati,1611.976,175.3371,58,17,12,6,0.1087715325786488,0.3168476453743728,0.35294117647058826
