Year,Region,State,sales,profit,quantity,rows,orders,loss_rows,margin,sales_weighted_discount,loss_row_share
2014,South,South Carolina,2270.86,466.4175,44,10,6,0,0.20539245043727927,0.0,0.0
2014,South,Tennessee,3051.5119999999997,50.02980000000001,77,22,13,7,0.016395085452719838,0.2355348430548528,0.3181818181818182
2014,South,Virginia,25802.05,5954.6701,276,70,31,0,0.2307828292713176,0.0,0.0
2014,West,Arizona,8295.235,-903.1981000000001,201,48,25,21,-0.1088815567009253,0.307763854791335,0.4375
2014,West,California,91303.531,12637.9491,1537,415,197,18,0.1384168713036958,0.12208620989696445,0.043373493975903614
2014,West,Colorado,6502.294,438.1889,114,29,12,7,0.06738989347451838,0.22565940574203508,0.2413793103448276
2014,West,Idaho,465.216,62.050999999999995,12,4,2,0,0.13338105310221487,0.14958040996010455,0.0
2014,West,Montana,424.488,129.8492,19,5,3,0,0.3058960441755715,0.05652362375379281,0.0
2014,West,Nevada,2561.21,250.2724,45,11,6,1,0.09771646994975032,0.16103950866973032,0.09090909090909091
2014,West,New Mexico,708.012,156.0515,23,5,4,1,0.22040798743524123,0.0921882679954577,0.2
2014,West,Oregon,4807.783,-135.4049,150,32,11,8,-0.028163687920191072,0.2209738043501547,0.25
2014,West,Utah,2943.688,822.6556,81,18,8,0,0.2794642638757912,0.038597025228217126,0.0
2014,West,Washington,29871.576,6607.2765,351,94,45,1,0.22118941765911512,0.09891929371252457,0.010638297872340425
2015,Central,Illinois,18578.064,-1009.4964,379,94,48,48,-0.05433808388215263,0.2734611959566939,0.5106382978723404
2015,Central,Indiana,6640.32,1990.1290999999999,143,36,17,0,0.2997037943954508,0.0,0.0
2015,Central,Iowa,1713.1999999999998,490.36539999999997,23,4,3,0,0.2862277609152463,0.0,0.0
2015,Central,Kansas,170.30999999999997,76.0345,10,5,2,0,0.446447654277494,0.0,0.0
2015,Central,Michigan,16843.679,5165.7983,252,69,31,0,0.30669061669959397,0.015790427970041463,0.0
2015,Central,Minnesota,5724.1900000000005,1721.4784,62,20,8,0,0.3007374667856937,0.0,0.0
2015,Central,Missouri,6985.210000000001,2892.6639999999998,45,12,7,0,0.4141126752094782,0.0,0.0
2015,Central,Nebraska,594.1400000000001,203.4658,19,7,4,0,0.3424543036994647,0.0,0.0
2015,Central,Oklahoma,2808.34,660.04,21,5,3,0,0.2350285221874844,0.0,0.0
2015,Central,Texas,34454.959,-2516.1825,767,203,102,105,-0.07302816700492953,0.27458784496014055,0.5172413793103449
2015,Central,Wisconsin,8361.81,2042.5054,94,21,9,0,0.24426594242155708,0.0,0.0
2015,East,Connecticut,1284.6399999999999,427.14509999999996,39,11,7,0,0.3325017903848549,0.0,0.0
2015,East,Delaware,6190.336,1608.8708,120,33,13,1,0.25990039959058764,0.00968457931847318,0.030303030303030304
2015,East,District of Columbia,2670.19,974.3135,14,3,1,0,0.3648854575891603,0.0,0.0
2015,East,Maine,106.08000000000001,32.2658,6,3,1,0,0.3041647812971342,0.0,0.0
2015,East,Maryland,7843.11,2713.8319,130,30,10,0,0.34601476965132455,0.0,0.0
2015,East,Massachusetts,6625.988,1955.6685,167,46,20,0,0.29515122876769473,0.0201962937451743,0.0
2015,East,New Hampshire,4345.034,900.7859,43,9,6,1,0.20731388983377347,0.07271501212648739,0.1111111111111111
2015,East,New Jersey,4105.089999999999,1315.6196,70,18,7,0,0.3204849589168569,0.0,0.0
2015,East,New York,80320.687,19277.5826,966,262,126,9,0.24000769067127128,0.08857225909932767,0.03435114503816794
2015,East,Ohio,16110.426,-5500.8902,302,83,35,43,-0.34144908396587403,0.4057738758739216,0.5180722891566265
2015,East,Pennsylvania,20510.816,-3900.3451,497,137,65,63,-0.19016040609988408,0.3331403197220433,0.45985401459854014
2015,East,Rhode Island,1099.56,94.23760000000001,20,7,3,1,0.08570482738549967,0.13475935828877006,0.14285714285714285
2015,East,Vermont,5120.099999999999,1191.927,8,2,2,0,0.23279369543563602,0.0,0.0
2015,South,Alabama,3891.97,1199.7854,59,13,6,0,0.3082720062076532,0.0,0.0
2015,South,Arkansas,443.61,103.0064,7,4,4,0,0.23220035616870674,0.0,0.0
2015,South,Florida,15177.4485,-1758.7953000000002,314,85,42,33,-0.11588214580336083,0.2851838584726544,0.38823529411764707
2015,South,Georgia,11338.05,4763.914699999999,150,40,19,0,0.42017054960950073,0.0,0.0
2015,South,Kentucky,7673.56,2921.9151,160,36,14,0,0.3807769926865757,0.0,0.0
2015,South,Louisiana,917.8,288.1276,35,8,4,0,0.3139328829810416,0.0,0.0
2015,South,Mississippi,302.15999999999997,123.20320000000001,10,3,2,0,0.407741593857559,0.0,0.0
2015,South,North Carolina,8558.298,-1248.1208,190,47,28,10,-0.1458375018023443,0.31163432261881974,0.2127659574468085
2015,South,South Carolina,4147.62,863.8978,51,13,4,0,0.20828759626002383,0.0,0.0
2015,South,Tennessee,8366.044,-1924.1328,167,41,19,16,-0.22999314849407917,0.38825887121798547,0.3902439024390244
2015,South,Virginia,10543.42,2985.7927,201,50,28,0,0.2831901508239262,0.0,0.0
2015,West,Arizona,9611.21,236.38350000000003,247,63,26,20,0.024594561975027084,0.22892247698260682,0.31746031746031744
2015,West,California,88443.8445,14371.263,1498,397,205,22,0.1624902567413835,0.11834841683074959,0.055415617128463476
2015,West,Colorado,4639.2699999999995,-1141.0659,167,40,20,15,-0.24595807098961694,0.3227315935481229,0.375
2015,West,Idaho,1500.2359999999999,285.317,13,5,3,0,0.19018141145793063,0.059784727202920086,0.0
2015,West,Montana,935.584,237.5538,19,5,3,0,0.2539096436022848,0.1769897732325478,0.0
2015,West,Nevada,1948.462,468.048,49,12,7,0,0.24021407653831586,0.011458473401072231,0.0
2015,West,New Mexico,1192.872,148.72220000000002,19,6,5,0,0.1246757405656265,0.1868083080162834,0.0
2015,West,Oregon,4285.937,-112.09369999999998,105,27,15,8,-0.026153837538909225,0.22996509281401012,0.2962962962962963
2015,West,Utah,3993.32,669.3471000000001,46,12,7,0,0.16761669488045036,0.006040086945198481,0.0
2015,West,Washington,23415.514,5328.7197,275,75,47,2,0.22757218568851403,0.04241755273875261,0.02666666666666667
2016,Central,Illinois,21033.719,-2809.0939000000003,437,121,67,64,-0.13355193629809356,0.30172627579554523,0.5289256198347108
2016,Central,Indiana,25461.780000000002,10385.1339,134,35,20,0,0.40787148031284537,0.0,0.0
2016,Central,Iowa,959.31,308.0815,31,8,6,0,0.32114905504998387,0.0,0.0
2016,Central,Kansas,691.06,230.8462,29,7,5,0,0.3340465372037161,0.0,0.0
2016,Central,Michigan,27420.035,8992.5188,275,71,30,0,0.32795431515678225,0.0039979708268060195,0.0
2016,Central,Minnesota,1527.38,404.4694,28,8,7,0,0.2648125548324582,0.0,0.0
2016,Central,Missouri,4221.11,1365.8578,44,14,7,0,0.3235778740663001,0.0,0.0
2016,Central,Nebraska,3081.42,854.4302000000001,73,15,5,0,0.2772845636102836,0.0,0.0
2016,Central,Oklahoma,8009.79,1677.0953,122,32,16,0,0.2093806828893142,0.0,0.0
2016,Central,Texas,41686.152,-5239.6549,1000,248,122,109,-0.12569293754914102,0.27453918222051293,0.43951612903225806
2016,Central,Wisconsin,13337.62,3729.4786,186,44,20,0,0.27962099684951286,0.0,0.0
2016,East,Connecticut,3998.487,859.2519,84,22,12,1,0.21489425875337345,0.013639934305150923,0.045454545454545456
2016,East,Delaware,2719.72,976.7058,90,24,11,0,0.35911998293942027,0.0,0.0
2016,East,District of Columbia,117.07,50.2118,18,5,2,0,0.4289040744853506,0.0,0.0
2016,East,Maine,547.33,165.29379999999998,5,2,1,0,0.302000255787185,0.0,0.0
2016,East,Maryland,4709.563,1051.7435,86,25,12,2,0.22332082615733137,0.050310591449779944,0.08
2016,East,Massachusetts,3965.264,1058.2778,82,24,10,1,0.2668870975551691,0.04619798328686312,0.041666666666666664
2016,East,New Hampshire,933.58,216.90789999999998,16,6,4,0,0.2323399173075687,0.0,0.0
2016,East,New Jersey,17983.392,4947.0244999999995,165,49,21,2,0.27508850944249,0.006977971675198983,0.04081632653061224
2016,East,New York,71844.102,16654.9495,1193,320,155,14,0.23182069281066384,0.07663112276078,0.04375
2016,East,Ohio,24748.01,-7602.8953,497,132,65,54,-0.3072123900063076,0.37524368221929766,0.4090909090909091
2016,East,Pennsylvania,33066.644,-4184.9941,514,138,71,72,-0.12656240832907023,0.38292410321410303,0.5217391304347826
2016,East,Rhode Island,13085.6,5160.0436,63,15,8,0,0.3943299199119643,0.0,0.0
2016,East,Vermont,2967.06,789.0754,26,4,2,0,0.265945211758441,0.0,0.0
2016,South,Alabama,7651.33,2839.9304,80,19,10,0,0.3711682021295644,0.0,0.0
2016,South,Arkansas,2224.19,914.5922,73,20,7,0,0.4112023703010984,0.0,0.0
2016,South,Florida,13603.2835,-471.8731,343,86,47,30,-0.034688176571487324,0.2665288182077511,0.3488372093023256
2016,South,Georgia,14057.67,3546.4346,199,53,25,0,0.25227755381937406,0.0,0.0
2016,South,Kentucky,5102.89,1216.6626,70,22,12,0,0.2384261859456112,0.0,0.0
2016,South,Louisiana,262.76,88.268,19,5,4,0,0.33592632059674227,0.0,0.0
2016,South,Mississippi,5416.78,1475.6798,111,23,12,0,0.27242749382474457,0.0,0.0
2016,South,North Carolina,14967.296,260.8411,290,74,36,25,0.017427403052628878,0.23830988576694148,0.33783783783783783
2016,South,South Carolina,502.48,144.1038,42,11,4,0,0.2867851456774399,0.0,0.0
2016,South,Tennessee,3130.494,-163.30399999999997,133,39,25,15,-0.052165568756879895,0.2802266990449431,0.38461538461538464
2016,South,Virginia,26691.05,7851.473,254,61,32,0,0.294161263794418,0.0,0.0
2016,West,Arizona,6242.019,-1485.1075,156,43,25,16,-0.23792101562010626,0.3384506359240496,0.37209302325581395
2016,West,California,131551.91150000002,20005.7161,1999,526,275,28,0.15207468954185435,0.12788822171542522,0.053231939163498096
2016,West,Colorado,10666.741,-1389.1326,172,52,23,22,-0.1302302737077801,0.2687363178687849,0.4230769230769231
2016,West,Idaho,1183.486,280.3465,13,4,2,0,0.2368819741002428,0.006329774919179442,0.0
2016,West,Nevada,9081.272,2293.2508000000003,46,10,6,0,0.2525252850041272,0.15631889453371728,0.0
2016,West,New Mexico,64.08,24.952,11,4,3,0,0.3893882646691636,0.11136079900124846,0.0
2016,West,Oregon,5450.837,-565.8462,135,35,15,16,-0.10380904804161267,0.2801611752470309,0.45714285714285713
2016,West,Utah,1822.41,577.3561,38,8,4,0,0.3168091154021323,0.004578552575984547,0.0
2016,West,Washington,19814.284,4209.8757,451,122,68,6,0.21246670836049386,0.0905248355176498,0.04918032786885246
2016,West,Wyoming,1603.136,100.196,4,1,1,0,0.0625,0.2,0.0
2017,Central,Illinois,24351.611,-6745.56,632,172,100,85,-0.2770067245243035,0.3505982869059464,0.4941860465116279
2017,Central,Indiana,18516.45,5139.5257,229,61,25,0,0.2775653918542701,0.0,0.0
2017,Central,Iowa,716.41,275.8638,51,16,7,0,0.38506413924987093,0.0,0.0
2017,Central,Kansas,733.15,263.3644,19,6,4,0,0.35922307849689694,0.0,0.0
2017,Central,Michigan,25833.649,8487.7618,258,67,34,0,0.328554506566223,0.013542024202620387,0.0
2017,Central,Minnesota,6728.25,2459.8789,138,38,20,0,0.365604562850667,0.0,0.0
2017,Central,Missouri,9350.8,1733.4305,113,26,10,0,0.18537777516362236,0.0,0.0
2017,Central,Nebraska,3579.35,921.0303000000001,31,10,10,0,0.25731775322335065,0.0,0.0
2017,Central,North Dakota,919.91,230.1497,30,7,2,0,0.25018719222532637,0.0,0.0
2017,Central,Oklahoma,6225.91,1754.7516,64,17,11,0,0.2818466055564568,0.0,0.0
2017,Central,South Dakota,1153.41,346.07169999999996,32,8,3,0,0.30004222262681957,0.0,0.0
2017,Central,Texas,43421.7582,-8838.5049,1158,317,164,162,-0.20355013860309323,0.31931659745643376,0.5110410094637224
2017,Central,Wisconsin,5567.469999999999,1523.0807,125,33,16,0,0.273567832426578,0.0,0.0
2017,East,Connecticut,5307.21,1479.7616,104,34,18,0,0.2788210001111695,0.0,0.0
2017,East,Delaware,13754.983,6053.2049,83,19,9,1,0.4400736009633745,0.006770848062843843,0.05263157894736842
2017,East,District of Columbia,77.75999999999999,35.064,8,2,1,0,0.45092592592592595,0.0,0.0
2017,East,Maryland,9451.6,2780.607,156,37,19,0,0.2941943163062338,0.0,0.0
2017,East,Massachusetts,8143.076,1710.5869,137,39,22,2,0.21006642944263323,0.07423506792764797,0.05128205128205128
2017,East,New Hampshire,1509.43,480.214,39,7,5,0,0.3181426101243516,0.0,0.0
2017,East,New Jersey,9483.55,2266.0706999999998,140,43,22,0,0.23894751438016354,0.0,0.0
2017,East,New York,93922.995,24357.0717,1319,352,174,12,0.25933022791702925,0.07243652845610386,0.03409090909090909
2017,East,Ohio,23264.85,-1736.527,603,161,86,68,-0.07464165898340201,0.31681927886919536,0.422360248447205
2017,East,Pennsylvania,42688.306000000004,-5112.8034,713,197,99,91,-0.11977058541512514,0.30513309195262983,0.4619289340101523
2017,East,Rhode Island,3427.1099999999997,467.4135,75,21,11,2,0.13638707248964874,0.0769137845006434,0.09523809523809523
2017,East,Vermont,842.21,263.9759,16,5,2,0,0.3134323980954869,0.0,0.0
2017,East,West Virginia,1209.824,185.9216,18,4,2,1,0.15367656783135397,0.16696907980003703,0.25
2017,South,Alabama,1828.25,496.3771,57,16,11,0,0.27150395186653903,0.0,0.0
2017,South,Arkansas,2707.64,959.4027,78,19,9,0,0.3543317058397719,0.0,0.0
2017,South,Florida,26444.7155,244.1266,414,126,70,40,0.009231583527529348,0.22967227516590225,0.31746031746031744
2017,South,Georgia,19160.02,6447.9819,235,62,32,0,0.33653315080046886,0.0,0.0
2017,South,Kentucky,15534.84,4751.7214,186,51,24,0,0.3058751425827366,0.0,0.0
2017,South,Louisiana,5501.55,1212.9041,50,14,8,0,0.2204658868864229,0.0,0.0
2017,South,Mississippi,2997.2400000000002,1028.5620000000001,59,13,7,0,0.3431697161388478,0.0,0.0
2017,South,North Carolina,23456.828999999998,-5088.5334,335,85,48,23,-0.21693185383241703,0.3731853653364656,0.27058823529411763
2017,South,South Carolina,1560.75,294.6375,35,8,6,0,0.1887794329649207,0.0,0.0
2017,South,Tennessee,16113.823,-3304.2866,304,81,34,27,-0.20505913463242087,0.33060019959261067,0.3333333333333333
2017,South,Virginia,7600.2,1806.0146,162,43,24,0,0.23762724665140392,0.0,0.0
2017,West,Arizona,11133.537,-1276.0025,258,70,32,28,-0.11460890640593371,0.2896161300761833,0.4
2017,West,California,146388.3445,29366.4589,2633,663,344,37,0.2006065373599467,0.11951440010307651,0.05580693815987934
2017,West,Colorado,10299.813,-4435.8483,240,61,24,22,-0.43067270250440465,0.36221716840878565,0.36065573770491804
2017,West,Idaho,1233.548,199.0086,26,8,4,0,0.16133024414129,0.052480811447953385,0.0
2017,West,Montana,4229.28,1465.9255,18,5,2,0,0.3466134897665797,0.0,0.0
2017,West,Nevada,3138.158,305.1947,28,6,4,0,0.09725281518648839,0.07693736261845324,0.0
2017,West,New Mexico,2818.558,827.3904,98,22,10,0,0.2935509576173348,0.021126263855489224,0.0
2017,West,Oregon,2886.593,-377.1257,109,30,15,11,-0.13064734100027264,0.28978040894577106,0.36666666666666664
2017,West,Utah,2460.638,477.17470000000003,54,15,7,0,0.19392316139147653,0.05237731027481492,0.0
2017,West,Washington,65539.896,17256.7798,806,215,96,8,0.263301910030495,0.06408852403427678,0.037209302325581395
